label,message
spam,Click here to claim your free iPhone now limited offer expires tonight. Limited time!
ham,Kau okay tak tadi nampak macam penat je muka kau.
spam,This is your final notice you owe money on your account call now to avoid action. Limited time!
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Limited time!
ham,Can you let me know your dietary requirements for the dinner event? Let me know.
ham,Do you have the notes from todays lecture on algorithms? Let me know.
ham,Just finished my exam feeling pretty good about it! Thanks.
ham,Nanti balik rumah singgah beli roti sekali boleh? Let me know.
ham,Is it ok if I bring a friend to the gathering on Saturday?
ham,I will be there in 20 minutes just leaving now.
ham,I left my jacket at yours can I pick it up later today?
ham,Great news about your promotion really well deserved you worked hard. Let me know.
spam,Earn money from home no experience needed. Text EARN to 80086 now. Reply now!
ham,Jom makan tengahari sama sama kat kedai biasa kita. Let me know.
ham,Jom makan tengahari sama sama kat kedai biasa kita. Cheers!
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
ham,I passed my driving test on the first attempt so happy right now! Thanks.
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Call today!
ham,The train is delayed by 15 minutes meet you at the coffee shop.
ham,We are out of coffee can you grab some on your way home?
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023. Limited time!
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Reply now!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who.
spam,Click here to claim your free iPhone now limited offer expires tonight. Reply now!
ham,Happy New Year hope this year brings you great things. Cheers!
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Call today!
ham,Do you have the notes from todays lecture on algorithms? Let me know.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP.
ham,Can you recommend a good plumber my sink is broken and leaking.
ham,The book you recommended was fantastic just finished it last night. Let me know.
ham,The test results came back everything is normal thankfully so relieved.
ham,Dentist appointment is at 2 30 on Thursday do not forget. Cheers!
ham,Great news about your promotion really well deserved you worked hard.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Reply now!
ham,Happy New Year hope this year brings you great things. Thanks.
spam,Your account needs verification click here immediately to avoid suspension. Act fast!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Act fast!
spam,Your account needs verification click here immediately to avoid suspension.
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order. Call today!
ham,Just got back from the gym absolutely exhausted after leg day. Cheers!
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera. Call today!
spam,You have unused loyalty points worth 80 claim before they expire tonight. Act fast!
spam,Congratulations you passed our survey claim your Samsung S21 free today. Act fast!
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327. Reply now!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.
ham,We are out of coffee can you grab some on your way home? Let me know.
spam,Click here to claim your free iPhone now limited offer expires tonight.
spam,Earn money from home no experience needed. Text EARN to 80086 now. Call today!
ham,Just got back from the gym absolutely exhausted after leg day.
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately. Limited time!
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Act fast!
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Act fast!
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.
ham,I am running a bit late should be there by half past 7. Thanks.
ham,The kids had a great time at the park today after school. Thanks.
ham,Just downloaded that app you mentioned it is really brilliant thanks. Thanks.
ham,Just wanted to check you got home ok last night after the event.
ham,Can you let me know your dietary requirements for the dinner event? Thanks.
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Limited time!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.
ham,The forecast says rain all weekend so maybe stay in and study. Thanks.
ham,Just got back from the gym absolutely exhausted after leg day. Thanks.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now. Call today!
spam,Important tax refund notice you are owed money claim it now online.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Call today!
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!
spam,Congratulations you have been chosen to participate in our monthly prize draw. Reply now!
ham,Just got back from the gym absolutely exhausted after leg day. Cheers!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Reply now!
ham,Assignment kau dah siap ke belum kena hantar esok tau.
ham,Jom makan tengahari sama sama kat kedai biasa kita. Cheers!
ham,I left my jacket at yours can I pick it up later today?
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Act fast!
ham,Just finished my exam feeling pretty good about it!
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023. Call today!
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now.
ham,Just finished my exam feeling pretty good about it!
spam,Secret admirer alert someone fancies you call 09064019014 to find out who.
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Reply now!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
ham,Just booked the flights departure is Friday at 9am from KLIA.
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Act fast!
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.
ham,Can you send me that document we discussed earlier? Let me know.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
ham,Do not forget we have dinner at mum and dads on Sunday evening.
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Reply now!
ham,We are out of coffee can you grab some on your way home? Cheers!
spam,Romance is just a text away meet local singles text MEET to 89600 now. Limited time!
ham,Let me know when you land safely please text me. Let me know.
spam,Congratulations you have been chosen to participate in our monthly prize draw. Reply now!
ham,Bila nak keluar lepak semua orang rindu kau lah.
spam,Your account needs verification click here immediately to avoid suspension. Reply now!
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!
ham,I left my jacket at yours can I pick it up later today? Cheers!
spam,Romance is just a text away meet local singles text MEET to 89600 now. Limited time!
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately. Reply now!
ham,The train is delayed by 15 minutes meet you at the coffee shop.
ham,What time does the movie start tonight?
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order. Limited time!
ham,Nanti balik rumah singgah beli roti sekali boleh? Let me know.
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Reply now!
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Limited time!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Reply now!
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.
ham,Are we still on for lunch tomorrow at the usual place?
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Limited time!
ham,Shall we grab coffee this weekend and catch up properly? Thanks.
ham,I passed my driving test on the first attempt so happy right now! Thanks.
ham,I am running a bit late should be there by half past 7. Let me know.
ham,Are we still on for lunch tomorrow at the usual place? Thanks.
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.
ham,Can you check if the back door is locked before you leave please? Thanks.
ham,Can you check if the back door is locked before you leave please? Cheers!
ham,Shall we grab coffee this weekend and catch up properly? Cheers!
spam,Amazing offer get 50 percent off all products this week only order now.
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Act fast!
ham,Happy New Year hope this year brings you great things.
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.
ham,Shall we grab coffee this weekend and catch up properly?
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023. Limited time!
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!
spam,You have unused loyalty points worth 80 claim before they expire tonight. Limited time!
spam,You are pre approved for a 5000 loan no credit check required apply now. Call today!
ham,I left my jacket at yours can I pick it up later today? Thanks.
spam,Romance is just a text away meet local singles text MEET to 89600 now. Act fast!
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order. Limited time!
ham,Can you check if the back door is locked before you leave please? Thanks.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Act fast!
ham,Sorry I forgot to reply earlier yes that works perfectly for me. Cheers!
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Act fast!
ham,Could you please water my plants while I am away this week? Thanks.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Reply now!
ham,Just booked the flights departure is Friday at 9am from KLIA. Let me know.
spam,This is your final notice you owe money on your account call now to avoid action. Call today!
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Act fast!
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
spam,Congratulations you have been chosen to participate in our monthly prize draw. Call today!
ham,I passed my driving test on the first attempt so happy right now! Let me know.
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang.
ham,I cannot make it tonight something came up at work sorry. Cheers!
ham,Thanks for your help earlier really appreciated it so much.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Reply now!
ham,I am in the library if you need me call do not text. Thanks.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Call today!
spam,Amazing offer get 50 percent off all products this week only order now. Call today!
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Act fast!
ham,Could you please water my plants while I am away this week?
ham,Kau okay tak tadi nampak macam penat je muka kau. Let me know.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now.
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
ham,Mum says dinner is at 7 not 8 can you let the others know? Let me know.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now.
ham,Let me know when you land safely please text me. Let me know.
ham,Just booked the flights departure is Friday at 9am from KLIA.
spam,Congratulations you passed our survey claim your Samsung S21 free today.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Call today!
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Act fast!
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Act fast!
ham,Thanks for your help earlier really appreciated it so much. Cheers!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Limited time!
ham,The train is delayed by 15 minutes meet you at the coffee shop. Let me know.
spam,You have been selected to receive RM2000. Contact us immediately to get your money.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Act fast!
ham,Just booked the flights departure is Friday at 9am from KLIA. Thanks.
ham,I will be there in 20 minutes just leaving now. Cheers!
spam,You are pre approved for a 5000 loan no credit check required apply now.
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Reply now!
ham,I am in the library if you need me call do not text. Thanks.
spam,Alert your bank account is suspended call immediately to restore access today. Call today!
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Reply now!
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Reply now!
ham,Bila nak keluar lepak semua orang rindu kau lah.
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Call today!
ham,Just finished my exam feeling pretty good about it! Let me know.
ham,Mum says dinner is at 7 not 8 can you let the others know?
ham,Shall we grab coffee this weekend and catch up properly? Let me know.
spam,Click here to claim your free iPhone now limited offer expires tonight. Reply now!
spam,You are pre approved for a 5000 loan no credit check required apply now. Reply now!
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now.
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.
ham,What time does the movie start tonight?
ham,What time does the movie start tonight? Let me know.
ham,Let me know when you land safely please text me.
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Reply now!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Call today!
ham,Can you recommend a good plumber my sink is broken and leaking. Let me know.
ham,The forecast says rain all weekend so maybe stay in and study. Thanks.
ham,Can you send me that document we discussed earlier?
ham,Jom makan tengahari sama sama kat kedai biasa kita. Let me know.
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.
ham,The book you recommended was fantastic just finished it last night. Cheers!
ham,Can you send me that document we discussed earlier? Let me know.
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Limited time!
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.
ham,The forecast says rain all weekend so maybe stay in and study.
spam,Your account needs verification click here immediately to avoid suspension.
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!
ham,Just checking you remember about the meeting appointment at 10am. Cheers!
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Call today!
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
ham,The kids had a great time at the park today after school. Let me know.
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.
ham,Just wanted to check you got home ok last night after the event.
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera.
ham,Just checking you remember about the meeting appointment at 10am.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.
ham,Can you let me know your dietary requirements for the dinner event?
ham,The kids had a great time at the park today after school. Cheers!
ham,Happy New Year hope this year brings you great things. Cheers!
ham,Can you proofread my assignment before I submit it tonight?
ham,Just wanted to check you got home ok last night after the event.
spam,This is your final notice you owe money on your account call now to avoid action.
ham,The forecast says rain all weekend so maybe stay in and study.
ham,Kau okay tak tadi nampak macam penat je muka kau. Cheers!
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.
ham,Just wanted to check you got home ok last night after the event.
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.
ham,The kids had a great time at the park today after school.
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang.
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now.
ham,The test results came back everything is normal thankfully so relieved. Let me know.
ham,Do you have the notes from todays lecture on algorithms? Let me know.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
ham,Just checking you remember about the meeting appointment at 10am. Let me know.
ham,Dentist appointment is at 2 30 on Thursday do not forget. Thanks.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
ham,I will be there in 20 minutes just leaving now. Let me know.
ham,Are we still on for lunch tomorrow at the usual place? Thanks.
spam,Romance is just a text away meet local singles text MEET to 89600 now.
ham,Tolong reminder aku pukul 3 petang ada meeting penting. Let me know.
spam,You have unused loyalty points worth 80 claim before they expire tonight. Reply now!
ham,Just wanted to check you got home ok last night after the event.
ham,Could you please water my plants while I am away this week? Thanks.
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.
spam,Important tax refund notice you are owed money claim it now online. Call today!
ham,Are we still on for lunch tomorrow at the usual place? Thanks.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP.
spam,Free ringtone waiting for you text MIX to 85069 to receive it now. Reply now!
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Limited time!
ham,I left my jacket at yours can I pick it up later today? Thanks.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Act fast!
ham,Shall we grab coffee this weekend and catch up properly?
spam,Your account needs verification click here immediately to avoid suspension. Call today!
ham,I got the job starting Monday so excited about this opportunity! Cheers!
ham,The repair shop called your laptop is ready for collection today. Cheers!
ham,The book you recommended was fantastic just finished it last night. Let me know.
ham,Are we still on for lunch tomorrow at the usual place? Thanks.
ham,Could you please water my plants while I am away this week?
ham,Mum says dinner is at 7 not 8 can you let the others know?
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Cheers!
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.
spam,Click here to claim your free iPhone now limited offer expires tonight.
spam,Earn money from home no experience needed. Text EARN to 80086 now. Limited time!
ham,I will be there in 20 minutes just leaving now.
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Limited time!
ham,I left my jacket at yours can I pick it up later today? Thanks.
ham,Thanks for your help earlier really appreciated it so much.
ham,Shall we grab coffee this weekend and catch up properly?
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Act fast!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Call today!
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Call today!
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.
ham,I passed my driving test on the first attempt so happy right now! Cheers!
ham,Jom makan tengahari sama sama kat kedai biasa kita.
ham,Just got back from the gym absolutely exhausted after leg day. Let me know.
ham,Just got back from the gym absolutely exhausted after leg day.
ham,Happy New Year hope this year brings you great things.
spam,Amazing offer get 50 percent off all products this week only order now.
spam,WIN WIN WIN! RM1000 cash waiting for you. Text WIN to 32728 now. Reply now!
ham,Just got back from the gym absolutely exhausted after leg day.
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Call today!
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
ham,Just finished my exam feeling pretty good about it! Let me know.
ham,I got the job starting Monday so excited about this opportunity!
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Call today!
ham,Can you recommend a good plumber my sink is broken and leaking. Let me know.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires.
ham,Nanti balik rumah singgah beli roti sekali boleh? Thanks.
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires.
ham,Bila nak keluar lepak semua orang rindu kau lah.
spam,Click here to claim your free iPhone now limited offer expires tonight. Act fast!
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!
ham,Bila nak keluar lepak semua orang rindu kau lah.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Call today!
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Limited time!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Reply now!
spam,Important tax refund notice you are owed money claim it now online. Reply now!
ham,Thanks for your help earlier really appreciated it so much. Let me know.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Reply now!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here.
spam,Alert your bank account is suspended call immediately to restore access today. Reply now!
ham,Happy New Year hope this year brings you great things. Let me know.
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327. Act fast!
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Reply now!
ham,I am running a bit late should be there by half past 7. Thanks.
ham,I cannot make it tonight something came up at work sorry. Thanks.
ham,What time does the movie start tonight? Thanks.
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
ham,I passed my driving test on the first attempt so happy right now! Thanks.
ham,Just downloaded that app you mentioned it is really brilliant thanks.
ham,Do not forget we have dinner at mum and dads on Sunday evening.
ham,Can you send me that document we discussed earlier? Let me know.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Reply now!
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Act fast!
ham,Shall we grab coffee this weekend and catch up properly? Let me know.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Limited time!
ham,Thanks for your help earlier really appreciated it so much. Let me know.
ham,Can you let me know your dietary requirements for the dinner event? Cheers!
ham,Can you proofread my assignment before I submit it tonight? Cheers!
ham,Do not forget we have dinner at mum and dads on Sunday evening.
ham,Can you send me that document we discussed earlier?
ham,The test results came back everything is normal thankfully so relieved. Let me know.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Act fast!
ham,Just downloaded that app you mentioned it is really brilliant thanks.
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Call today!
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Limited time!
ham,Just finished my exam feeling pretty good about it! Let me know.
spam,Important tax refund notice you are owed money claim it now online. Limited time!
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now.
ham,We are out of coffee can you grab some on your way home? Cheers!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Act fast!
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
ham,Shall we grab coffee this weekend and catch up properly? Cheers!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Call today!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.
ham,The test results came back everything is normal thankfully so relieved. Let me know.
ham,Mum says dinner is at 7 not 8 can you let the others know?
ham,Bila nak keluar lepak semua orang rindu kau lah. Let me know.
ham,Just checking you remember about the meeting appointment at 10am. Thanks.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.
spam,You are pre approved for a 5000 loan no credit check required apply now. Act fast!
ham,Dentist appointment is at 2 30 on Thursday do not forget. Let me know.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Limited time!
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Call today!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!
ham,Do you have the notes from todays lecture on algorithms? Cheers!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.
ham,The kids had a great time at the park today after school.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now. Call today!
ham,Could you please water my plants while I am away this week?
ham,Kau okay tak tadi nampak macam penat je muka kau. Let me know.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
ham,Can you send me that document we discussed earlier? Cheers!
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Act fast!
ham,Thanks for your help earlier really appreciated it so much.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Act fast!
ham,Thanks for your help earlier really appreciated it so much. Cheers!
ham,I am running a bit late should be there by half past 7. Thanks.
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Limited time!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
spam,Click here to claim your free iPhone now limited offer expires tonight.
ham,The repair shop called your laptop is ready for collection today.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!
ham,I cannot make it tonight something came up at work sorry. Cheers!
ham,Can you proofread my assignment before I submit it tonight?
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.
ham,The weather is beautiful today fancy a walk along the park later? Cheers!
spam,Alert your bank account is suspended call immediately to restore access today.
ham,The train is delayed by 15 minutes meet you at the coffee shop. Thanks.
ham,Just booked the flights departure is Friday at 9am from KLIA.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Thanks.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Limited time!
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
ham,Can you recommend a good plumber my sink is broken and leaking.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
ham,I cannot make it tonight something came up at work sorry. Let me know.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.
spam,Romance is just a text away meet local singles text MEET to 89600 now.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Limited time!
ham,Great news about your promotion really well deserved you worked hard. Thanks.
ham,Do you have the notes from todays lecture on algorithms? Thanks.
ham,Thanks for your help earlier really appreciated it so much.
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!
ham,Just wanted to check you got home ok last night after the event. Let me know.
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.
ham,Just downloaded that app you mentioned it is really brilliant thanks. Let me know.
ham,I got the job starting Monday so excited about this opportunity! Cheers!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Act fast!
ham,Jom makan tengahari sama sama kat kedai biasa kita.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Limited time!
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!
ham,Jom makan tengahari sama sama kat kedai biasa kita.
ham,The forecast says rain all weekend so maybe stay in and study.
